host_is_superhost,host_listings_count,bathrooms_text,bedrooms,Arrondissement_10e,Arrondissement_11e,Arrondissement_12e,Arrondissement_13e,Arrondissement_14e,Arrondissement_15e,Arrondissement_16e,Arrondissement_17e,Arrondissement_18e,Arrondissement_19e,Arrondissement_1er,Arrondissement_20e,Arrondissement_2e,Arrondissement_3e,Arrondissement_4e,Arrondissement_5e,Arrondissement_6e,Arrondissement_7e,Arrondissement_8e,Arrondissement_9e,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,amenity__Wifi_,amenity__Hot_water_,amenity__Hair_dryer_,amenity__Smoke_alarm_,amenity__Kitchen_,amenity__Dishes_and_silverware_,amenity__Bed_linens_,amenity__Essentials_,amenity__Iron_,amenity__Hangers_,amenity__Cooking_basics_,amenity__Microwave_,amenity__Hot_water_kettle_,amenity___Shampoo_,amenity__TV_,amenity__Refrigerator__,amenity__Washer_,amenity__Wine_glasses_,amenity__Cleaning_products_,amenity__Toaster_,amenity__Shower_gel_,amenity__Dedicated_workspace_,amenity__Dining_table_,amenity__Baking_sheet_,amenity__Freezer_,amenity__Oven_,amenity__Coffee_maker_,amenity__Coffee_,amenity__Body_soap_,amenity__Self_check_in_,amenity__Drying_rack_for_clothing_,amenity__Dishwasher_,amenity__Elevator_,amenity__Room_darkening_shades_,amenity__Extra_pillows_and_blankets_,amenity__Carbon_monoxide_alarm_,amenity__Stove_,amenity__Long_term_stays_allowed_,amenity__Host_greets_you_,amenity__Books_and_reading_material_,amenity__Lockbox_,amenity__Laundromat_nearby_,amenity__Clothing_storage_,amenity__Bathtub_,amenity__Portable_fans_,amenity__Private_entrance_,amenity__Central_heating_,amenity__Luggage_dropoff_allowed_,amenity__Refrigerator_,amenity__First_aid_kit_,amenity__Free_washer__u2013_In_unit_,amenity___Kitchen_,amenity__Coffee_maker__Nespresso_,amenity__Fire_extinguisher_,amenity__Mini_fridge_,amenity__Free_dryer__u2013_In_unit_,amenity__Pets_allowed_,amenity__Dryer_,amenity__Paid_parking_off_premises_,amenity__Single_level_home_,amenity__Clothing_storage__closet_,amenity__Paid_parking_on_premises_,amenity__Conditioner_,amenity__Air_conditioning_,amenity__Radiant_heating_,amenity__Crib_,amenity___Long_term_stays_allowed_,amenity__Cleaning_available_during_stay_,amenity__Dishwasher__,amenity__Private_patio_or_balcony_,amenity__Outdoor_dining_area_,amenity__TV_with_standard_cable_,amenity__City_skyline_view_,amenity__Pack__u2019n_play_Travel_crib_,amenity__Outdoor_furniture_,amenity__Cooking_basics__,amenity__Board_games_,amenity__Pocket_wifi_,amenity__Smoking_allowed_,amenity__Exterior_security_cameras_on_property_,amenity__Courtyard_view_,amenity__Indoor_fireplace__,amenity__Patio_or_balcony_,amenity__Babysitter_recommendations_,amenity__Piano_,amenity__Smart_lock_,amenity__Children_u2019s_dinnerware_,amenity__Safe_,amenity__Clothing_storage__wardrobe_,amenity__Portable_heater_,host_identity_verified
1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
